ANATOMY,Interdune,Stoss,Lee,Interdune,Interdune,Interdune,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Lee,Interdune,Stoss,Stoss,Lee,Lee,Lee,Stoss,Stoss,Lee,Stoss,Lee,"Stoss, Star","Stoss, Star","Lee, Star","Stoss, Star","Stoss, Star",Stoss,Lee,Stoss,Stoss,Lee,Lee,Lee,Lee,Interdune,Interdune,Stoss,Stoss,Stoss,Lee,Lee,Interdune,Lee,"Stoss, Crest",Lee,nan,nan,nan,nan,nan,nan,nan
Zotu,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.30A,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu4962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,actinomycetales,actinomycetaceae,schaalia,schaalia cardiffensis
Zotu4963,0,0,0,0,2,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,desulfuromonas,desulfuromonas carbonis
Zotu4964,0,0,0,0,12,0,0,1,41,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,symmachiella,symmachiella dynata
Zotu4965,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,thermovenabulum,thermovenabulum gondwanense
Zotu4966,0,1,1,0,6,1,0,0,0,0,1,0,0,0,2,0,1,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya tangerina
Zotu4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,methylobacterium,methylobacterium iners
Zotu4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halorussus,halorussus ruber
Zotu4969,0,0,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium aerolatum
Zotu4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu4971,0,0,0,0,67,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,geoalkalibacteraceae,geoalkalibacter,geoalkalibacter subterraneus
Zotu4972,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,citreicoccus,citreicoccus inhibens
Zotu4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu4974,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archaea,methanobacteriota,halobacteria,halobacteriales,halobacteriaceae,halomicroarcula,halomicroarcula salinisoli
Zotu4975,1,0,16,35,4,0,1,0,2,0,2,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu4976,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter seleniigenes
Zotu4977,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4978,0,0,0,0,0,0,0,24,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,daejeonella,daejeonella lutea
Zotu4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,candidatus methanogranum,thermoplasmata archaeon kjm51a
Zotu4980,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,propylenellaceae,propylenella,propylenella binzhouense
Zotu4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,bacteria,bacillota,clostridia,eubacteriales,thermincolaceae,thermincola,thermincola carboxydiphila
Zotu4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,nocardiopsis,nocardiopsis salina
Zotu4984,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata obscuriglobus
Zotu4985,0,0,0,3,23,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,2,1,1,0,2,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu4986,0,9,0,1,2,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4987,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,25,0,1,0,0,0,0,0,0,0,0,archaea,nitrososphaerota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu4988,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,planctopirus,planctopirus limnophila
Zotu4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,39,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu4991,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu4992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,bacteria,thermodesulfobacteriota,desulfobacteria,desulfobacterales,desulfobacteraceae,desulfobotulus,desulfobotulus mexicanus
Zotu4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu4995,0,0,0,1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,propylenellaceae,propylenella,propylenella binzhouense
Zotu4996,1,0,0,7,85,0,0,0,0,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,calditerricola,calditerricola yamamurae
Zotu4997,0,0,1,1,1,0,0,0,0,1,0,7,1,1,0,0,0,0,0,0,2,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella cucumeris
Zotu5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archaea,methanobacteriota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu5002,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,39,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,thermoleophilales,thermoleophilaceae,thermoleophilum,thermoleophilum album
Zotu5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium ostreiconchae
Zotu5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu5005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,13,1,17,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,alcaligenaceae,pigmentiphaga,pigmentiphaga daeguensis
Zotu5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5007,0,0,0,11,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,paracnuella,paracnuella aquatica
Zotu5008,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,12,0,0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu5009,0,2,0,6,19,0,1,1,0,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,symmachiella,symmachiella dynata
Zotu5011,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,48,1,0,0,0,1,0,0,1,1,1,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,arenimonas,arenimonas maotaiensis
Zotu5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,arenimicrobiaceae,arenimicrobium,arenimicrobium luteum
Zotu5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter glacialis
Zotu5015,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,35,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu5016,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas rhizophila
Zotu5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu5018,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5019,0,0,10,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,azonexaceae,azonexus,azonexus caeni
Zotu5021,0,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter populi
Zotu5022,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,11,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,belnapia,belnapia moabensis
Zotu5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,22,0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,fulvivirga,fulvivirga lutimaris
Zotu5025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga tunisiensis
Zotu5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu5027,0,7,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,belnapia,belnapia arida
Zotu5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu5030,0,0,0,54,0,0,0,1,19,0,2,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,niveitalea,niveitalea solisilvae
Zotu5031,0,1,0,6,24,0,0,1,9,8,1,5,0,3,3,0,1,2,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu5033,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,steroidobacterales,steroidobacteraceae,povalibacter,povalibacter uvarum
Zotu5034,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,bacteria,acidobacteriota,terriglobia,bryobacterales,bryobacteraceae,paludibaculum,paludibaculum fermentans
Zotu5035,1,0,0,0,2,0,37,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu5036,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu5038,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas wittichii
Zotu5039,1,0,0,1,5,0,0,21,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu5041,1,0,0,0,64,0,2,2,1,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,bacteria,pseudomonadota,gammaproteobacteria,xanthomonadales,xanthomonadaceae,lysobacter,lysobacter yangpyeongensis
